Organism/Name	TaxID	BioProject Accession	BioProject ID	Phyla	Genus	Size (Mb)	GC%	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession
Mycobacterium indicus pranii MTCC 9506	1232724	PRJNA33469	33469	Actinobacteria	Actinobacteria	5.58901	68	5318	5254	2012/09/18	2013/06/09	Complete	MIP genome sequencing consortium	0	GCA_000298095.1
Bacillus cereus ATCC 14579	226900	PRJNA384	384	Firmicutes	Bacilli	5.42708	35.3076	5501	5254	2003/04/16	2013/07/04	Complete	INRA	0	GCA_000007825.1
Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	484021	PRJDA21069	21069	Proteobacteria	Gammaproteobacteria	5.47267	57.3928	5386	5262	2005/01/06	2012/12/23	Complete	National Health Research Institutes	0	GCA_000009885.1
Bacillus megaterium WSH-002	1006007	PRJNA71447	71447	Firmicutes	Bacilli	5.07529	38.1493	5491	5272	2011/09/02	2012/06/15	Complete	Jiangnan University, State Key Laboratory of Food Science and Technology; Tianjin Biochip Corperation	0	GCA_000225265.1
Herpetosiphon aurantiacus DSM 785	316274	PRJNA16523	16523	Chloroflexi	Chloroflexi	6.78543	50.8853	5364	5279	2007/11/13	2012/01/23	Complete	US DOE Joint Genome Institute	0	GCA_000018565.1
Bacillus anthracis str. A0248	592021	PRJNA33543	33543	Firmicutes	Bacilli	5.50393	35.2629	6043	5292	2009/05/01	2011/10/03	Complete	The J. Craig Venter Institute	0	GCA_000022865.1
Cyanothece sp. ATCC 51142	43989	PRJNA20319	20319	Cyanobacteria	Oscillatoriophycideae	5.46038	37.967	5364	5303	2008/04/01	2009/01/27	Complete	Washington University (WashU)	0	GCA_000017845.1
Bacillus anthracis str. 'Ames Ancestor'	261594	PRJNA10784	10784	Firmicutes	Bacilli	5.50393	35.2629	5735	5305	2004/05/19	2012/12/21	Complete	J. Craig Venter Institute	0	GCA_000008445.1
Escherichia coli O157:H7 str. Sakai	386585	PRJNA226	226	Proteobacteria	Gammaproteobacteria	5.59448	50.4477	5456	5314	1998/07/23	2013/07/04	Complete	GIRC	0	GCA_000008865.1
Cyanothece sp. PCC 7425	395961	PRJNA28337	28337	Cyanobacteria	Oscillatoriophycideae	5.78611	50.6603	5507	5327	2009/01/09	2009/05/07	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000022045.1
Pseudomonas fluorescens A506	1037911	PRJNA67529	67529	Proteobacteria	Gammaproteobacteria	6.01955	59.9233	5495	5334	2012/05/11	2013/06/08	Complete	USDA-ARS	0	GCA_000262325.2
Microlunatus phosphovorus NM-1	1032480	PRJNA66879	66879	Actinobacteria	Actinobacteria	5.68312	67.3	5392	5338	2011/06/02	2013/06/11	Complete	National Institute of Technology and Evaluation	0	GCA_000270245.1
Agrobacterium sp. H13-3	861208	PRJNA50341	50341	Proteobacteria	Alphaproteobacteria	5.57377	58.5333	5417	5345	2011/03/02	2013/06/10	Complete	CeBiTec Bielefeld University	0	GCA_000192635.1
Sphingomonas wittichii RW1	392499	PRJNA17343	17343	Proteobacteria	Alphaproteobacteria	5.91525	67.9033	5455	5345	2007/05/31	2013/06/06	Complete	US DOE Joint Genome Institute	0	GCA_000016765.1
Mycobacterium gilvum Spyr1	278137	PRJNA28521	28521	Actinobacteria	Actinobacteria	5.78329	67.8018	5552	5349	2010/12/21	2013/06/10	Complete	US DOE Joint Genome Institute	SAMN00713568	GCA_000184435.1
Pseudomonas putida KT2440	160488	PRJNA267	267	Proteobacteria	Gammaproteobacteria	6.18186	61.5	5516	5350	2002/02/14	2013/06/10	Complete	TIGR	0	GCA_000007565.1
Bacillus thuringiensis BMB171	714359	PRJNA43631	43631	Firmicutes	Bacilli	5.64305	35.1891	5513	5352	2010/05/20	2012/12/24	Complete	Huazhong Agricultural University	0	GCA_000092165.1
Agrobacterium fabrum str. C58	176299	PRJNA283	283	Proteobacteria	Alphaproteobacteria	5.67426	59.0606	5459	5355	2001/08/14	2013/07/04	Complete	Cereon	0	GCA_000092025.1
Ralstonia pickettii 12D	428406	PRJNA18937	18937	Proteobacteria	Betaproteobacteria	5.68536	63.3352	5520	5361	2009/06/22	2011/10/03	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000023425.1
Escherichia coli O157:H7 str. TW14359	544404	PRJNA30045	30045	Proteobacteria	Gammaproteobacteria	5.62274	50.4563	5586	5363	2009/07/23	2012/12/23	Complete	University of Washington	0	GCA_000022225.1
Paenibacillus polymyxa M1	1052684	PRJEA68665	68665	Firmicutes	Bacilli	6.23112	44.8	5516	5364	2011/08/05	2013/06/08	Complete	Center for Biotechnology, Bielefeld University	0	GCA_000237325.1
Escherichia coli CFT073	199310	PRJNA313	313	Proteobacteria	Gammaproteobacteria	5.23143	50.5	5574	5364	2002/12/06	2013/06/10	Complete	Univ. Wisconsin	0	GCA_000007445.1
Methylobacterium populi BJ001	441620	PRJNA19559	19559	Proteobacteria	Alphaproteobacteria	5.849	69.3702	5546	5365	2008/04/09	2008/05/20	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000019945.1
Escherichia coli O157:H7 str. EDL933	155864	PRJNA259	259	Proteobacteria	Gammaproteobacteria	5.62052	50.3541	5516	5385	1998/11/03	2012/12/22	Complete	Univ. Wisconsin	0	GCA_000006665.1
Pseudomonas putida HB3267	1215088	PRJNA171349	171349	Proteobacteria	Gammaproteobacteria	5.95611	62.5649	5478	5386	2012/12/19	2013/03/28	Complete	Universidad de Huelva	0	GCA_000325725.1
Agrobacterium vitis S4	311402	PRJNA13372	13372	Proteobacteria	Alphaproteobacteria	6.32095	57.4965	5559	5389	2009/01/27	2010/04/01	Complete	Agrobacterium consortium	0	GCA_000016285.1
Mycobacterium yongonense 05-1390	1138871	PRJNA82265	82265	Actinobacteria	Actinobacteria	5.66209	67.9502	5439	5390	2013/02/16	2013/02/16	Complete	Department of Microbiology and Immunology, Seoul National University	0	GCA_000418535.2
Mycobacterium yongonense 05-1390	1138871	PRJNA189649	189649	Actinobacteria	Actinobacteria	5.66209	67.9502	5439	5390	2013/02/16	2013/02/17	Complete	NCBI	0	GCA_000418535.2
Bacillus cereus B4264	405532	PRJNA17731	17731	Firmicutes	Bacilli	5.41904	35.3	5564	5398	2008/12/17	2012/09/27	Complete	TIGR	0	GCA_000021205.1
Escherichia coli O111:H- str. 11128	585396	PRJDA32513	32513	Proteobacteria	Gammaproteobacteria	5.76608	50.4216	5931	5403	2009/09/10	2011/10/11	Complete	University of Tokyo, Graduate School of Frontier Sciences	0	GCA_000010765.1
Pseudomonas putida GB-1	76869	PRJNA17629	17629	Proteobacteria	Gammaproteobacteria	6.07843	61.9	5529	5408	2008/02/05	2012/09/27	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000019125.1
Burkholderia mallei NCTC 10247	320389	PRJNA13946	13946	Proteobacteria	Betaproteobacteria	5.84838	68.5218	5925	5415	2007/02/27	2013/06/06	Complete	TIGR	0	GCA_000015625.1
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	588858	PRJNA33067	33067	Proteobacteria	Gammaproteobacteria	4.9641	52.217	5619	5416	2009/11/13	2013/06/08	Complete	University of Arizona	0	GCA_000022165.1
Pseudomonas sp. UW4	1207075	PRJNA170097	170097	Proteobacteria	Gammaproteobacteria	6.18339	60.1	5537	5423	2012/12/03	2013/06/10	Complete	University of Waterloo	0	GCA_000316175.1
Vibrio campbellii ATCC BAA-1116	338187	PRJNA210229	210229	Proteobacteria	Gammaproteobacteria	6.03183	45.4642	5674	5428	2013/09/04	2013/09/11	Complete	Naval Research Laboratory	0	GCA_000464435.1
Bacillus cereus FRI-35	1217984	PRJNA171769	171769	Firmicutes	Bacilli	5.38232	35.4535	5580	5435	2012/08/21	2012/08/29	Complete	Los Alamos National Laboratory	0	GCA_000292415.1
Caulobacter sp. K31	366602	PRJNA16306	16306	Proteobacteria	Alphaproteobacteria	5.8894	67.3835	5515	5438	2008/02/07	2012/01/25	Complete	US DOE Joint Genome Institute	0	GCA_000019145.1
Modestobacter marinus	1144889	PRJEA82845	82845	Actinobacteria	Actinobacteria	5.57552	74.1	5560	5444	2012/05/24	2013/06/09	Complete	CEA-IG Genoscope	0	GCA_000306785.1
Pseudomonas putida NBRC 14164	1211579	PRJDB191	171050	Proteobacteria	Gammaproteobacteria	6.1567	62.3	5544	5449	2013/06/15	2013/07/07	Complete	National Institute of Technology and Evaluation	0	GCA_000412675.1
Nostoc sp. PCC 7524	28072	PRJNA158707	158707	Cyanobacteria	Nostocales	6.71887	41.4991	5687	5449	2012/12/04	2013/01/14	Complete	JGI	SAMN02261333	GCA_000316645.1
Mycobacterium marinum M	216594	PRJNA16725	16725	Actinobacteria	Actinobacteria	6.66014	65.7077	5570	5452	2008/04/15	2009/04/25	Complete	Wellcome Trust Sanger Institute	0	GCA_000018345.1
Polaromonas sp. JS666	296591	PRJNA13121	13121	Proteobacteria	Betaproteobacteria	5.89868	61.9974	5626	5453	2006/04/10	2013/05/23	Complete	DOE Joint Genome Institute	0	GCA_000013865.1
Pseudovibrio sp. FO-BEG1	911045	PRJNA73563	73563	Proteobacteria	Alphaproteobacteria	5.91678	52.4149	5559	5467	2011/12/05	2013/06/08	Complete	Max Planck Institute for Marine Microbiology	SAMN02261085	GCA_000236645.1
Bacillus cereus F837/76	347495	PRJNA15716	15716	Firmicutes	Bacilli	5.2885	35.4	5609	5468	2011/12/21	2012/06/27	Complete	Genoscope	0	GCA_000239195.1
Nocardia cyriacigeorgica GUH-2	135487	PRJEA79001	79001	Actinobacteria	Actinobacteria	6.19465	68.4	5558	5475	2012/02/07	2013/07/06	Complete	CEA/DSV/IG/Genoscope	0	GCA_000284035.1
Escherichia coli O157:H7 str. EC4115	444450	PRJNA27739	27739	Proteobacteria	Gammaproteobacteria	5.70417	50.386	6066	5477	2008/10/08	2012/09/27	Complete	J. Craig Venter Institute	0	GCA_000021125.1
Pseudomonas sp. VLB120	69328	PRJNA178195	178195	Proteobacteria	Gammaproteobacteria	5.96622	61.5304	5580	5479	2013/11/01	2013/11/06	Complete	Bielefeld University	0	GCA_000494915.1
Klebsiella oxytoca KCTC 1686	1006551	PRJNA65523	65523	Proteobacteria	Gammaproteobacteria	5.97411	56	5598	5488	2011/12/29	2013/06/11	Complete	Macrogen Inc.	0	GCA_000240325.1
Bacillus cereus Q1	361100	PRJNA16220	16220	Firmicutes	Bacilli	5.50621	35.504	5622	5489	2009/01/23	2010/04/12	Complete	Microbial Genome Center of ChMPH	0	GCA_000013065.1
Desulfomonile tiedjei DSM 6799	706587	PRJNA43133	43133	Proteobacteria	delta/epsilon subdivisions	6.52703	50.1107	5664	5494	2012/06/12	2012/06/20	Complete	DOE Joint Genome Institute	SAMN02232013	GCA_000266945.1
Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	446468	PRJNA19709	19709	Actinobacteria	Actinobacteria	6.54331	72.7052	5647	5497	2010/05/26	2012/10/01	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000092985.1
Enterobacter aerogenes EA1509E	935296	PRJNA61107	61107	Proteobacteria	Gammaproteobacteria	5.5911	54.9278	5613	5499	2013/01/25	2013/01/30	Complete	UnitÃ© de Recherche sur les Maladies Infectieuses et Tropicales Emergents (URMITE)	0	GCA_000334515.1
Pseudomonas aeruginosa PAO581	1352354	PRJNA209856	209856	Proteobacteria	Gammaproteobacteria	6.04397	66.4	5577	5500	2013/09/16	2013/09/16	Complete	Marshall University School of Medicine	0	GCA_000468555.1
Nocardiopsis alba ATCC BAA-2165	1205910	PRJNA169662	169662	Actinobacteria	Actinobacteria	5.84821	69.6	5608	5508	2012/09/04	2013/06/09	Complete	Ohio University	0	GCA_000294515.1
Burkholderia mallei NCTC 10229	412022	PRJNA13943	13943	Proteobacteria	Betaproteobacteria	5.7423	68.4784	5623	5509	2007/01/30	2013/06/06	Complete	TIGR	0	GCA_000015605.1
Escherichia coli O26:H11 str. 11368	573235	PRJDA32509	32509	Proteobacteria	Gammaproteobacteria	5.85553	50.664	5985	5515	2009/09/10	2010/10/02	Complete	University of Tokyo, Graduate School of Frontier Sciences	0	GCA_000091005.1
Methylobacterium extorquens CM4	440085	PRJNA19527	19527	Proteobacteria	Alphaproteobacteria	6.18073	68.0674	5853	5516	2008/12/19	2013/03/13	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000021845.1
Enterobacter cloacae subsp. cloacae ATCC 13047	716541	PRJNA45793	45793	Proteobacteria	Gammaproteobacteria	5.5988	54.5971	5639	5518	2010/04/23	2013/07/04	Complete	TEDA School of Biological Sciences and Biotechnology, Nankai University	0	GCA_000025565.1
Paenibacillus terrae HPL-003	985665	PRJNA67295	67295	Firmicutes	Bacilli	6.0834	46.8	5642	5525	2011/11/16	2013/06/08	Complete	Macrogen Inc.	0	GCA_000235585.1
Calothrix sp. PCC 6303	1170562	PRJNA158041	158041	Cyanobacteria	Nostocales	6.96039	39.8015	5841	5535	2012/12/06	2013/01/15	Complete	JGI	SAMN02261327	GCA_000317435.1
Bacillus cereus biovar anthracis str. CI	637380	PRJNA36309	36309	Firmicutes	Bacilli	5.48665	35.2707	5733	5558	2010/07/09	2011/08/29	Complete	Georg-August-University Goettingen	0	GCA_000143605.1
Pseudomonas aeruginosa PAO1	208964	PRJNA331	331	Proteobacteria	Gammaproteobacteria	6.2644	66.6	5697	5572	2000/05/16	2013/10/29	Complete	PathoGenesis Corporation	0	GCA_000006765.1
Mycobacterium gilvum PYR-GCK	350054	PRJNA15760	15760	Actinobacteria	Actinobacteria	5.98283	67.7265	5669	5579	2007/04/13	2008/07/26	Complete	US DOE Joint Genome Institute	0	GCA_000016365.1
Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	1016998	PRJNA27803	27803	Proteobacteria	Gammaproteobacteria	4.85889	52.1	5771	5591	2007/11/30	2013/06/10	Complete	The Salmonella enterica serovar Paratyphi B Genome Sequencing Project	0	GCA_000018705.1
Bacillus cereus 03BB102	572264	PRJNA31307	31307	Firmicutes	Bacilli	5.44931	35.2945	5775	5606	2009/03/30	2012/12/23	Complete	The J. Craig Venter Institute	0	GCA_000022505.1
Escherichia coli UMNK88	696406	PRJNA42137	42137	Proteobacteria	Gammaproteobacteria	5.66676	50.7397	5754	5607	2011/05/09	2012/12/24	Complete	University of Minnesota	0	GCA_000212715.2
Bacillus megaterium QM B1551	545693	PRJNA30165	30165	Firmicutes	Bacilli	5.52319	37.9674	5805	5612	2003/03/10	2011/11/29	Complete	Institute for Genome Sciences, University of Maryland School of Medicine	0	GCA_000025825.1
Mycobacterium sp. MCS	164756	PRJNA15762	15762	Actinobacteria	Actinobacteria	5.92052	68.431	5698	5615	2006/06/09	2013/05/23	Complete	DOE Joint Genome Institute	0	GCA_000014165.1
Glaciecola psychrophila 170	1129794	PRJNA174842	174842	Proteobacteria	Gammaproteobacteria	5.41369	40.4	5695	5618	2013/03/20	2013/06/10	Complete	CAS Key Laboratory of Genome Sciences and Information, Beijing Institute of Genomics, Chinese Academy of Sciences	0	GCA_000347635.1
Pseudomonas syringae pv. tomato str. DC3000	223283	PRJNA359	359	Proteobacteria	Gammaproteobacteria	6.53826	58.3401	5842	5619	2003/03/05	2012/12/21	Complete	TIGR	0	GCA_000007805.1
Fibrella aestuarina BUZ 2	651143	PRJEA114711	114711	Bacteroidetes/Chlorobi 	Bacteroidetes	6.93726	56.4114	5703	5627	2012/04/05	2012/11/01	Complete	Center for Biotechnology, Bielefeld University	0	GCA_000331105.1
Burkholderia thailandensis E264	271848	PRJNA10774	10774	Proteobacteria	Betaproteobacteria	6.72397	67.6468	5712	5632	2005/12/15	2013/05/23	Complete	TIGR	0	GCA_000012365.1
Bacillus cereus E33L	288681	PRJNA12468	12468	Firmicutes	Bacilli	5.84323	35.1687	5796	5641	2004/09/10	2013/02/25	Complete	DOE Joint Genome Institute	0	GCA_000011625.1
Bacillus weihenstephanensis KBAB4	315730	PRJNA13623	13623	Firmicutes	Bacilli	5.87274	35.5202	5983	5653	2007/12/21	2009/05/06	Complete	US DOE Joint Genome Institute	0	GCA_000018825.1
Pseudomonas aeruginosa c7447m	1352355	PRJNA209859	209859	Proteobacteria	Gammaproteobacteria	6.2623	66.5	5731	5657	2013/09/16	2013/09/16	Complete	Marshall University School of Medicine	0	GCA_000468935.1
Pseudomonas aeruginosa PAO1-VE2	1367493	PRJNA212861	212861	Proteobacteria	Gammaproteobacteria	6.26548	66.6	5751	5670	2013/10/28	2013/10/28	Complete	Marshall University School of Medicine	0	GCA_000484495.1
Pseudomonas aeruginosa PAO1-VE13	1367494	PRJNA212862	212862	Proteobacteria	Gammaproteobacteria	6.26548	66.6	5752	5671	2013/10/28	2013/10/28	Complete	Marshall University School of Medicine	0	GCA_000484545.1
Pseudomonas aeruginosa M18	941193	PRJNA61423	61423	Proteobacteria	Gammaproteobacteria	6.32775	66.5	5770	5684	2011/09/19	2013/06/08	Complete	School of Life Sciences and Biotechnology, Shanghai Jiao Tong University, PR China	0	GCA_000226155.1
Anabaena variabilis ATCC 29413	240292	PRJNA10642	10642	Cyanobacteria	Nostocales	7.10575	41.3911	5813	5710	2005/09/15	2010/03/05	Complete	DOE Joint Genome Institute	0	GCA_000204075.1
Cyanothece sp. PCC 7424	65393	PRJNA20479	20479	Cyanobacteria	Oscillatoriophycideae	6.55417	38.5033	5942	5710	2008/12/17	2009/05/07	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000021825.1
Dyadobacter fermentans DSM 18053	471854	PRJNA20829	20829	Bacteroidetes/Chlorobi 	Bacteroidetes	6.96779	51.5	5855	5719	2009/07/31	2012/12/23	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000023125.1
Pseudomonas putida DOT-T1E	1196325	PRJNA167844	167844	Proteobacteria	Gammaproteobacteria	6.2607	61.4	5803	5721	2012/07/24	2013/06/09	Complete	EEZ-CSIC	0	GCA_000281215.1
Pseudomonas fluorescens Pf0-1	205922	PRJNA12	12	Proteobacteria	Gammaproteobacteria	6.43841	60.5	5829	5722	2005/10/07	2013/06/08	Complete	DOE Joint Genome Institute	0	GCA_000012445.1
Burkholderia pseudomallei K96243	272560	PRJNA178	178	Proteobacteria	Betaproteobacteria	7.24755	68.0502	5935	5728	2004/09/16	2013/07/04	Complete	Sanger Institute	0	GCA_000011545.1
Methylobacterium extorquens DM4	661410	PRJNA16093	16093	Proteobacteria	Alphaproteobacteria	6.12385	68.0076	6029	5735	2009/07/17	2011/10/04	Complete	Genoscope	0	GCA_000083545.1
Mycobacterium sp. JLS	164757	PRJNA16079	16079	Actinobacteria	Actinobacteria	6.04842	68.4	5842	5739	2007/02/27	2013/06/06	Complete	US DOE Joint Genome Institute	0	GCA_000016005.1
Chroococcidiopsis thermalis PCC 7203	251229	PRJNA38119	38119	Cyanobacteria	Pleurocapsales	6.6894	44.4387	6033	5752	2012/12/05	2013/01/14	Complete	JGI	SAMN02261359	GCA_000317125.1
Bacillus cereus NC7401	334406	PRJDA18977	18977	Firmicutes	Bacilli	5.55203	35.5372	5900	5754	2011/11/29	2012/09/05	Complete	Kitasato Institute for Life Sciences	0	GCA_000283675.1
Burkholderia thailandensis MSMB121	1249661	PRJNA178701	178701	Proteobacteria	Betaproteobacteria	6.73138	67.5106	5845	5758	2013/04/30	2013/05/06	Complete	Los Alamos National Laboratory	0	GCA_000385525.1
Pseudomonas aeruginosa RP73	1340851	PRJNA206088	206088	Proteobacteria	Gammaproteobacteria	6.34203	66.5	5864	5762	2013/06/24	2013/06/25	Complete	San Raffaele Scientific Institute, Division of Immunology, Transplantation and Infectious Diseases, Milano, Italy	0	GCA_000414035.1
Klebsiella pneumoniae 342	507522	PRJNA28471	28471	Proteobacteria	Gammaproteobacteria	5.92026	56.884	5934	5766	2008/09/24	2012/12/23	Complete	J. Craig Venter Institute	0	GCA_000019565.1
Pantoea sp. At-9b	592316	PRJNA33803	33803	Proteobacteria	Gammaproteobacteria	6.31278	54.3247	6008	5770	2011/01/04	2011/10/07	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS004323	GCA_000175935.2
Burkholderia glumae BGR1	626418	PRJNA33901	33901	Proteobacteria	Betaproteobacteria	7.28464	67.9346	6302	5773	2009/05/22	2011/07/08	Complete	Crop Functional Genomics Center	0	GCA_000022645.2
Runella slithyformis DSM 19594	761193	PRJNA49125	49125	Bacteroidetes/Chlorobi 	Bacteroidetes	6.91973	46.4335	6023	5774	2011/06/17	2013/04/01	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02232050	GCA_000218895.1
Klebsiella pneumoniae subsp. pneumoniae HS11286	1125630	PRJNA78789	78789	Proteobacteria	Gammaproteobacteria	5.68232	57.1373	5867	5779	2011/12/21	2013/07/04	Complete	 Bioinformatics & Microbial Genomics, State Key Laboratory of Microbial Metabolism, Shanghai Jiaotong University	0	GCA_000240185.2
Bacillus thuringiensis serovar finitimus YBT-020	930170	PRJNA60447	60447	Firmicutes	Bacilli	5.68238	35.3815	5931	5782	2011/02/28	2013/06/08	Complete	Huazhong Agricultural University	0	GCA_000190515.1
Tistrella mobilis KA081020-065	1110502	PRJNA76349	76349	Proteobacteria	Alphaproteobacteria	6.51298	68.058	5849	5783	2012/05/25	2012/06/04	Complete	the Hong Kong University of Science and Technology	0	GCA_000264455.2
Bacillus cereus AH187	405534	PRJNA17715	17715	Firmicutes	Bacilli	5.59986	35.5213	5961	5783	2008/12/10	2009/11/13	Complete	TIGR	0	GCA_000021225.1
Bacillus anthracis str. H9401	768494	PRJNA49361	49361	Firmicutes	Bacilli	5.49547	35.2644	5917	5791	2012/04/17	2013/01/10	Complete	Korea Center for Disease Control & Prevention	0	GCA_000258885.1
Mesorhizobium australicum WSM2073	754035	PRJNA47287	47287	Proteobacteria	Alphaproteobacteria	6.20053	62.8	6075	5792	2012/12/28	2013/06/10	Complete	DOE Joint Genome Institute	SAMN02232035	GCA_000230995.3
Oscillatoria acuminata PCC 6304	56110	PRJNA158709	158709	Cyanobacteria	Oscillatoriophycideae	7.80427	47.611	6100	5796	2012/12/05	2013/01/14	Complete	JGI	SAMN02261334	GCA_000317105.1
Bacillus cereus AH820	405535	PRJNA17711	17711	Firmicutes	Bacilli	5.58883	35.3086	5949	5810	2008/12/19	2008/12/28	Complete	TIGR	0	GCA_000021785.1
Clostridium saccharoperbutylacetonicum N1-4(HMT)	931276	PRJNA60605	60605	Firmicutes	Clostridia	6.66645	29.498	5937	5821	2013/02/19	2013/02/19	Complete	Georg-August-University Goettingen	0	GCA_000340885.1
Burkholderia cepacia GG4	1009846	PRJNA66091	66091	Proteobacteria	Betaproteobacteria	6.46732	66.7142	5903	5825	2012/08/27	2013/06/09	Complete	U Malaya	0	GCA_000292915.1
Rhodococcus erythropolis CCM2595	1136179	PRJNA81583	81583	Actinobacteria	Actinobacteria	6.37142	62.5	5900	5828	2013/08/22	2013/08/22	Complete	Institute of Molecular Genetics of the ASCR	0	GCA_000454045.1
Pseudomonas aeruginosa B136-33	1280938	PRJNA185969	185969	Proteobacteria	Gammaproteobacteria	6.42101	66.4	5904	5828	2013/04/09	2013/04/11	Complete	National Tsing Hua University	0	GCA_000359505.1
Streptomyces albus J1074	457425	PRJNA180996	180996	Actinobacteria	Actinobacteria	6.84165	73.3	5937	5832	2013/04/09	2013/04/12	Complete	HIPS/LNU	0	GCA_000359525.1
Anabaena cylindrica PCC 7122	272123	PRJNA43355	43355	Cyanobacteria	Nostocales	7.06328	38.7952	6258	5838	2012/12/07	2013/01/02	Complete	DOE Joint Genome Institute	SAMN02232008	GCA_000317695.1
Mycobacterium chubuense NBB4	710421	PRJNA53215	53215	Actinobacteria	Actinobacteria	6.34262	68.3003	6068	5843	2012/06/12	2012/06/20	Complete	JGI	SAMN02261374	GCA_000266905.1
Bacillus cereus ATCC 10987	222523	PRJNA74	74	Firmicutes	Bacilli	5.43265	35.5156	6014	5844	2002/04/10	2013/05/23	Complete	TIGR	0	GCA_000008005.1
Bacillus cereus G9842	405531	PRJNA17733	17733	Firmicutes	Bacilli	5.73682	35.0479	6001	5857	2008/12/19	2008/12/28	Complete	TIGR	0	GCA_000021305.1
Delftia sp. Cs1-4	742013	PRJNA46303	46303	Proteobacteria	Betaproteobacteria	6.68584	66.7	6029	5861	2011/05/23	2013/06/11	Complete	US DOE Joint Genome Institute	SAMN00713625	GCA_000214395.1
Pseudomonas fluorescens F113	1114970	PRJNA76715	76715	Proteobacteria	Gammaproteobacteria	6.84583	60.8	5962	5862	2011/12/09	2013/06/11	Complete	Universidad AutÃ³noma de Madrid	0	GCA_000237065.1
Mycobacterium kansasii ATCC 12478	557599	PRJNA30907	30907	Actinobacteria	Actinobacteria	6.57723	66.1912	5928	5866	2013/11/01	2013/11/04	Complete	McGill University	0	0
Pseudomonas resinovorans NBRC 106553	1245471	PRJDB685	178156	Proteobacteria	Gammaproteobacteria	6.48483	65.3177	5961	5875	2013/06/12	2013/07/07	Complete	National Institute of Technology and Evaluation	0	GCA_000412695.1
Pseudomonas aeruginosa DK2	1093787	PRJNA73815	73815	Proteobacteria	Gammaproteobacteria	6.40266	66.3	5959	5883	2012/06/20	2013/06/11	Complete	Technical University of Denmark	0	GCA_000271365.1
Pseudomonas aeruginosa UCBPP-PA14	208963	PRJNA386	386	Proteobacteria	Gammaproteobacteria	6.53765	66.3	5977	5892	2006/10/06	2013/05/23	Complete	Massachusetts General Hospital	0	GCA_000014625.1
Cupriavidus taiwanensis LMG 19424	977880	PRJNA15733	15733	Proteobacteria	Betaproteobacteria	6.47652	66.9835	6064	5896	2008/03/26	2012/12/24	Complete	Genoscope	0	GCA_000069785.1
Bacillus anthracis str. CDC 684	568206	PRJNA31329	31329	Firmicutes	Bacilli	5.50676	35.2646	6042	5902	2009/04/20	2012/12/23	Complete	The J. Craig Venter Institute	0	GCA_000021445.1
Conexibacter woesei DSM 14684	469383	PRJNA20745	20745	Actinobacteria	Actinobacteria	6.35937	72.7	6001	5914	2010/01/15	2012/12/22	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000025265.1
Pseudomonas fluorescens SBW25	216595	PRJEA31229	31229	Proteobacteria	Gammaproteobacteria	6.72254	60.5	6106	5921	2008/01/09	2012/08/02	Complete	Wellcome Trust Sanger Institute	0	GCA_000009225.1
Pseudomonas aeruginosa LESB58	557722	PRJEA31101	31101	Proteobacteria	Gammaproteobacteria	6.60176	66.3	6061	5925	2008/12/24	2012/12/23	Complete	Wellcome Trust Sanger Institute	0	GCA_000026645.1
Nocardia farcinica IFM 10152	247156	PRJNA13117	13117	Actinobacteria	Actinobacteria	6.29234	70.6615	5998	5934	2004/10/09	2012/12/21	Complete	Department of Bioactive Molecules, National Institute of Infectious Diseases	0	GCA_000009805.1
Chamaesiphon minutus PCC 6605	1173020	PRJNA158825	158825	Cyanobacteria	Oscillatoriophycideae	6.76176	45.6454	6426	5945	2012/12/05	2012/12/10	Complete	JGI	SAMN02261345	GCA_000317145.1
Chamaesiphon minutus PCC 6605	1173020	PRJNA183005	183005	Cyanobacteria	Oscillatoriophycideae	6.76176	45.6454	6426	5945	2012/12/05	2012/12/31	Complete	NCBI	SAMN02261345	GCA_000317145.1
Brevibacillus brevis NBRC 100599	358681	PRJDA29147	29147	Firmicutes	Bacilli	6.29644	47.3	6121	5947	2009/04/01	2011/10/28	Complete	National Institute of Technology and Evaluation	0	GCA_000010165.1
Calothrix sp. PCC 7507	99598	PRJNA158683	158683	Cyanobacteria	Nostocales	7.02322	42.2	6250	5950	2012/12/04	2013/06/10	Complete	JGI	SAMN02261328	GCA_000316575.1
